area_avg|Área 1|50011.87
area_avg|Área 2|50077.08
last_name_max|Nguyen|Adelaida Nguyen|99987.37
last_name_max|Nichols|Allannah Nichols|99901.82
last_name_max|Nicholson|Aline Nicholson|99930.38
last_name_max|Nicole|Adrianah Nicole|99836.91
last_name_max|Nicoli|Alphonsus Nicoli|99929.86
last_name_max|Nicolini|Achmad Nicolini|99948.43
last_name_max|Nielsdatter|Algon Nielsdatter|99935.59
last_name_max|Nielsen|Adarian Nielsen|99837.90
last_name_max|Nixon|Adelina Nixon|99980.28
last_name_max|Noble|Aindrea Noble|99996.53
last_name_max|Nogueira|Algenon Nogueira|99880.83
last_name_max|Nolan|Ailis Nolan|99920.35
last_name_max|Norman|Allisia Norman|99804.38
last_name_max|Noronha|Akari Noronha|99964.67
last_name_max|Norris|Aeneas Norris|99951.48
last_name_max|Norton|Adysen Norton|99876.22
last_name_max|Novaes|Alesandro Novaes|99773.83
last_name_max|Novais|Algernon Novais|99980.48
last_name_max|Novak|Alena Novak|99968.81
last_name_max|Novo|Adriennah Novo|99940.13
last_name_max|Nucci|Aimyah Nucci|99988.29
last_name_max|Nunes|Akelah Nunes|99697.27
last_name_max|Nunez|Alita Nunez|99983.62
last_name_max|Obrien|Aj Obrien|99713.60
last_name_max|Ochoa|Aksel Ochoa|99966.72
last_name_max|Ockerman|Allysyne Ockerman|99804.17
last_name_max|Oconnell|Alisanah Oconnell|99936.17
last_name_max|Oconnor|Aida Oconnor|99750.72
last_name_max|Odom|Abreonia Odom|99943.73
last_name_max|Odonnell|Alexandria Odonnell|99943.82
last_name_max|Ogura|Alphonso Ogura|99992.86
last_name_max|Oinhos|Aden Oinhos|99970.41
last_name_max|Olausdatter|Acey Olausdatter|99893.19
last_name_max|Olausen|Adalgiso Olausen|99968.02
last_name_max|Olerdatter|Akecheta Olerdatter|99581.12
last_name_max|Olimpio|Allisia Olimpio|99663.41
last_name_max|Oliveira|Agnesa Oliveira|99985.39
last_name_max|Oliver|Alison Oliver|99961.55
last_name_max|Oliveria|Aldrick Oliveria|99900.52
last_name_max|Olsdatter|Adlynn Olsdatter|99813.38
last_name_max|Olsen|Adriennah Olsen|99935.28
last_name_max|Olson|Alisea Olson|99985.59
last_name_max|Oneal|Ailey Oneal|99975.81
last_name_max|Oneill|Alcibiades Oneill|99979.77
last_name_max|Onhas|Aemilia Onhas|99988.22
last_name_max|Orechio|Allyse Orechio|99979.19
last_name_max|Orelio|Agathie Orelio|99989.15
last_name_max|Orletti|Alishay Orletti|99917.54
last_name_max|Ormo|Adoria Ormo|99902.31
last_name_max|Orozco|Adah Orozco|99834.24
last_name_max|Orr|Agnizika Orr|99840.85
last_name_max|Orsato|Adlai Orsato|99997.89
last_name_max|Ortega|Akeela Ortega|99996.21
last_name_max|Ortiz|Alita Ortiz|99357.67
last_name_max|Osborn|Althya Osborn|99817.51
last_name_max|Osborne|Ailsa Osborne|99968.62
last_name_max|Osthed|Alize Osthed|99898.28
last_name_max|OstiguiDomingue|Ahanu OstiguiDomingue|99972.34
last_name_max|Ostitty|Abiir Ostitty|99881.25
last_name_max|OstityDomingue|Akemi OstityDomingue|99980.12
last_name_max|Otto|Alayna Otto|99918.05
last_name_max|Owen|Acantha Owen|99968.02
last_name_max|Owens|Abrahem Owens|99822.42
last_name_max|Pace|Alissyn Pace|99892.27
last_name_max|Pacheca|Ad Pacheca|99974.77
last_name_max|Pacheco|Allisah Pacheco|99846.44
last_name_max|Pachequa|Aleah Pachequa|99987.59
last_name_max|Padilla|Ada Padilla|99916.45
last_name_max|Paes|Ajaye Paes|99899.05
last_name_max|Pagani|Aariel Pagani|99730.94
last_name_max|Page|Agatho Page|99864.89
last_name_max|Pagiola|Ahern Pagiola|99952.87
last_name_max|Pagot|Affery Pagot|99897.08
last_name_max|Pagoto|Albertyna Pagoto|99887.35
last_name_max|Pagotto|Abigayle Pagotto|99959.83
last_name_max|Paiva|Ahivia Paiva|99992.92
last_name_max|Pajot|Aiyana Pajot|99939.69
last_name_max|Palermo|Alliss Palermo|99836.77
last_name_max|Palmer|Addala Palmer|99775.55
last_name_max|Panciere|Abilard Panciere|99990.30
last_name_max|Pancini|Abreona Pancini|99886.52
last_name_max|Pancot|Akaash Pancot|99988.94
last_name_max|Pandini|Aleana Pandini|99981.20
last_name_max|Panhoca|Abijah Panhoca|99947.61
last_name_max|Pantaroto|Alleta Pantaroto|99980.52
last_name_max|Paoliello|Aariel Paoliello|99959.78
last_name_max|Parent|Ainsworth Parent|99965.18
last_name_max|Parente|Adriane Parente|99881.21
last_name_max|Paresque|Adria Paresque|99977.20
last_name_max|Paresqui|Aissa Paresqui|99908.14
last_name_max|Pariz|Adnot Pariz|99926.14
last_name_max|Park|Aisia Park|99994.25
last_name_max|Parker|Adelaide Parker|99916.98
last_name_max|Parks|Able Parks|99975.99
last_name_max|Parrish|Alessandro Parrish|99849.13
last_name_max|Parsons|Acquilla Parsons|99814.33
last_name_max|Partelli|Alfie Partelli|99969.98
last_name_max|Pase|Alsona Pase|99771.42
last_name_max|Pasocco|Abriale Pasocco|99748.52
last_name_max|Passamani|Alecia Passamani|99960.49
last_name_max|Passos|Adolf Passos|99959.21
last_name_max|Pasti|Akelah Pasti|99832.46
last_name_max|Pastore|Agace Pastore|99984.47
last_name_max|Patel|Adeleana Patel|99884.90
last_name_max|Patricio|Ainsly Patricio|99966.28
last_name_max|Patrick|Addem Patrick|99961.99
last_name_max|Patterson|Albertyna Patterson|99893.47
last_name_max|Patton|Allethiah Patton|99853.26
last_name_max|Paul|Aiyana Paul|99977.06
last_name_max|Paulo|Aidan Paulo|99931.35
last_name_max|Pauluccio|Abell Pauluccio|99877.75
last_name_max|Pavan|Aida Pavan|99972.54
last_name_max|Payne|Aherin Payne|99935.35
last_name_max|Pazeto|Ackley Pazeto|99819.71
last_name_max|Pazetto|Adala Pazetto|99971.89
last_name_max|Pazini|Akaisha Pazini|99975.31
last_name_max|Pearson|Aislin Pearson|99754.10
last_name_max|Peck|Aida Peck|99976.59
last_name_max|Pedarccini|Allaire Pedarccini|99986.84
last_name_max|Pedersdatter|Aloess Pedersdatter|99927.72
last_name_max|Pedersen|Aldric Pedersen|99954.91
last_name_max|Pedrazini|Aleene Pedrazini|99951.94
last_name_max|Pedrosa|Aara Pedrosa|99888.58
last_name_max|Pedroza|Adelia Pedroza|99949.76
last_name_max|Pegovaro|Alf Pegovaro|99892.71
last_name_max|Peira|Abbe Peira|99934.31
last_name_max|Peixoto|Allisia Peixoto|99988.34
last_name_max|Pena|Aldritch Pena|99791.27
last_name_max|Penha|Alisyna Penha|99886.70
last_name_max|Penido|Agytha Penido|99860.19
last_name_max|Penna|Ahamed Penna|99879.94
last_name_max|Pennington|Agaue Pennington|99888.72
last_name_max|Peppelenbos|Abreona Peppelenbos|99959.82
last_name_max|Pereira|Aba Pereira|99939.32
last_name_max|Peretti|Akeilah Peretti|99998.27
last_name_max|Pereyra|Adrina Pereyra|99934.23
last_name_max|Perez|Aislynn Perez|99910.21
last_name_max|Perim|Aleksander Perim|99998.36
last_name_max|Perin|Addisun Perin|99824.01
last_name_max|Periordi|Albert Periordi|99970.92
last_name_max|Perizin|Alida Perizin|99853.88
last_name_max|Perkins|Abmaba Perkins|99904.98
last_name_max|Perlatti|Abbygale Perlatti|99805.34
last_name_max|Peroni|Aiken Peroni|99941.70
last_name_max|Perota|Agnieszka Perota|99937.98
last_name_max|Perovano|Absolum Perovano|99942.14
last_name_max|Perreira|Adda Perreira|99933.01
last_name_max|Perreyra|Aimee Perreyra|99838.50
last_name_max|Perry|Allysyne Perry|99969.23
last_name_max|Pertili|Akbar Pertili|99944.72
last_name_max|Peruchi|Aide Peruchi|99780.25
last_name_max|Pesca|Allena Pesca|99961.27
last_name_max|Pescador|Ahava Pescador|99958.42
last_name_max|Pessali|Affra Pessali|99839.30
last_name_max|Pessanha|Aimond Pessanha|99845.26
last_name_max|Pessot|Ahmad Pessot|99976.39
last_name_max|Peterele|Alsona Peterele|99987.53
last_name_max|Peterle|Alethia Peterle|99937.53
last_name_max|Peterli|Adar Peterli|99984.23
last_name_max|Peters|Alissyn Peters|99936.58
last_name_max|Petersen|Albertus Petersen|99883.36
last_name_max|Peterson|Algernon Peterson|99890.41
last_name_max|Petty|Abselon Petty|99952.10
last_name_max|Pezzin|Aline Pezzin|99917.10
last_name_max|Pfeiffer|Abreona Pfeiffer|99960.01
last_name_max|Pham|Abednego Pham|99962.33
last_name_max|Phelps|Adrina Phelps|99998.04
last_name_max|Phillips|Aj Phillips|99966.94
last_name_max|Piai|Achilleo Piai|99927.41
last_name_max|Piaj|Aislinn Piaj|99731.97
last_name_max|Pianassole|Algoma Pianassole|99859.01
last_name_max|Pianessola|Agacia Pianessola|99959.77
last_name_max|Pianessoli|Alse Pianessoli|99691.42
last_name_max|Pianessolil|Aldridge Pianessolil|99919.11
last_name_max|Pianezolla|Alodia Pianezolla|99891.04
last_name_max|Pianezzola|Alohi Pianezzola|99853.69
last_name_max|Pianissoli|Almeta Pianissoli|99661.12
last_name_max|Piasentin|Adelphie Piasentin|99903.01
last_name_max|Piassarolli|Acer Piassarolli|99982.27
last_name_max|Piassi|Adolfus Piassi|99971.84
last_name_max|Piazzarollo|Albina Piazzarollo|99978.39
last_name_max|Piccin|Aidan Piccin|99988.16
last_name_max|Pierce|Alarico Pierce|99964.94
last_name_max|Pierri|Alisan Pierri|99948.44
last_name_max|Pilati|Algin Pilati|99984.83
last_name_max|Pillon|Alldrick Pillon|99972.46
last_name_max|Pin|Aba Pin|99997.85
last_name_max|Pineda|Adrienne Pineda|99827.28
last_name_max|Pinheiro|Allisun Pinheiro|99850.67
last_name_max|Pino|Akta Pino|99989.86
last_name_max|Pinto|Ainslee Pinto|99986.63
last_name_max|Piovezan|Aari Piovezan|99986.19
last_name_max|Pires|Alrik Pires|99857.64
last_name_max|Pissin|Ajax Pissin|99795.43
last_name_max|Pitanga|Al Pitanga|99800.81
last_name_max|Pittman|Albine Pittman|99940.82
last_name_max|Pitts|Aldred Pitts|99674.33
last_name_max|Pizetta|Akanah Pizetta|99721.46
last_name_max|Pizzeta|Allathia Pizzeta|99776.50
last_name_max|Pizzol|Abalard Pizzol|99868.17
last_name_max|Plotegher|Aleida Plotegher|99918.58
last_name_max|Pohl|Ailsa Pohl|99949.22
last_name_max|Polez|Aliyeh Polez|99985.20
last_name_max|Poli|Aleah Poli|99983.98
last_name_max|Polinini|Abiir Polinini|99867.06
last_name_max|Pollard|Aharon Pollard|99995.97
last_name_max|Pollini|Aba Pollini|99755.89
last_name_max|Polloni|Adryon Polloni|99975.47
last_name_max|Poloni|Alrik Poloni|99915.59
last_name_max|Ponce|Allisen Ponce|99996.90
last_name_max|Pontara|Abrahm Pontara|99821.95
last_name_max|Pontes|Ahlois Pontes|99942.99
last_name_max|Poole|Alkeos Poole|99987.11
last_name_max|Pope|Adar Pope|99983.56
last_name_max|Porter|Agapetus Porter|99743.99
last_name_max|Portilio|Ahmik Portilio|99881.81
last_name_max|Porto|Adreene Porto|99984.95
last_name_max|Possebon|Ahanu Possebon|99985.74
last_name_max|Potter|Albani Potter|99777.73
last_name_max|Potts|Akeelah Potts|99641.15
last_name_max|Powell|Aleida Powell|99923.44
last_name_max|Powers|Adali Powers|99545.31
last_name_max|Pozinni|Aj Pozinni|99885.08
last_name_max|Pozza|Adger Pozza|99958.52
last_name_max|Praba|Agathia Praba|99961.66
last_name_max|Prado|Abrielle Prado|99858.01
last_name_max|Prata|Ailsa Prata|99941.65
last_name_max|Prates|Ali Prates|99924.07
last_name_max|Prati|Adams Prati|99946.99
last_name_max|Pratt|Alcindor Pratt|99995.42
last_name_max|Pravato|Agnola Pravato|99913.86
last_name_max|Premero|Allethia Premero|99844.16
last_name_max|Premoli|Aban Premoli|99982.70
last_name_max|Preston|Ainslee Preston|99591.82
last_name_max|Preta|Adrain Preta|99955.14
last_name_max|Price|Ailey Price|99777.30
last_name_max|PrietoGarcia|Albertyna PrietoGarcia|99955.67
last_name_max|Prince|Aloess Prince|99995.13
last_name_max|Prins|Aj Prins|99641.00
last_name_max|Proctor|Akio Proctor|99991.85
last_name_max|Provendel|AlAshab Provendel|99531.43
last_name_max|Pruitt|Aliciedik Pruitt|99731.75
last_name_max|Pugh|Alberta Pugh|99991.31
last_name_max|Puljiz|Aimyah Puljiz|99658.86
last_name_max|Puppim|Agnesa Puppim|99858.95
last_name_max|Quaresma|Adeline Quaresma|99724.85
last_name_max|Quartezani|Adalie Quartezani|99926.50
last_name_max|Queiroz|Affera Queiroz|99730.33
last_name_max|Quinelato|Albine Quinelato|99601.51
last_name_max|Quinn|Adem Quinn|99813.87
last_name_max|Quirino|Albein Quirino|99960.04
last_name_max|Rabello|Akshaya Rabello|99893.92
last_name_max|Rabelo|Aimil Rabelo|99992.49
last_name_max|Ragazzi|Agethe Ragazzi|99929.26
last_name_max|Ragazzo|Adron Ragazzo|99641.40
last_name_max|Rago|Aderes Rago|99967.49
last_name_max|Ramirez|Adilenna Ramirez|99803.84
last_name_max|Ramos|Aakash Ramos|99986.53
last_name_max|Ramsey|Aleshanee Ramsey|99979.61
last_name_max|Randall|Aeron Randall|99893.88
last_name_max|Randolph|Akio Randolph|99708.53
last_name_max|Rangel|Almas Rangel|99822.11
last_name_max|Raposo|Adarah Raposo|99827.33
last_name_max|Rasmusdatter|Alishya Rasmusdatter|99530.15
last_name_max|Rasmusen|Adriann Rasmusen|99941.95
last_name_max|RasmusenTyrne|Abigail RasmusenTyrne|99876.01
last_name_max|Rasmussen|Almah Rasmussen|99919.36
last_name_max|Rassato|Alsoomse Rassato|99953.71
last_name_max|Rauta|Alfons Rauta|99630.00
last_name_max|Ray|Abital Ray|99951.52
last_name_max|Raymond|Allethea Raymond|99997.93
last_name_max|Razal|Achillea Razal|99779.75
last_name_max|Reed|Alban Reed|99977.71
last_name_max|Reese|Aleksanteri Reese|99906.00
last_name_max|Reeves|Ahearn Reeves|99999.23
last_name_max|Regiani|Adreanah Regiani|99918.32
last_name_max|Reid|Alisan Reid|99994.96
last_name_max|Reilly|Adrienna Reilly|99880.98
last_name_max|Reinehr|Ace Reinehr|99999.01
last_name_max|Reis|Adamina Reis|99975.31
last_name_max|Renzo|Aimey Renzo|99906.77
last_name_max|Resende|Acer Resende|99989.52
last_name_max|Resolen|Acie Resolen|99975.40
last_name_max|Reyes|Ailbert Reyes|99957.03
last_name_max|Reynolds|Adyson Reynolds|99994.43
last_name_max|Rezende|Althedah Rezende|99804.32
last_name_max|Rhodes|Aleksanteri Rhodes|99946.50
last_name_max|Riatto|Abbas Riatto|99957.96
last_name_max|Ribeira|Akilles Ribeira|99996.44
last_name_max|Ribeiro|Abbiah Ribeiro|99933.27
last_name_max|Ricarte|Africa Ricarte|99949.69
last_name_max|Rice|Alisanah Rice|99986.81
last_name_max|Rich|Aleric Rich|99569.19
last_name_max|Richard|Agrona Richard|99764.07
last_name_max|Richards|Alesha Richards|99962.58
last_name_max|Richardson|Ahron Richardson|99501.37
last_name_max|Richmond|Akaisha Richmond|99945.32
last_name_max|Richter|Alika Richter|99998.12
last_name_max|Riddle|Alexandria Riddle|99735.70
last_name_max|Riggs|Alisyn Riggs|99954.94
last_name_max|Righetti|Addi Righetti|99942.94
last_name_max|Rigo|Alaric Rigo|99977.49
last_name_max|Rigon|Adrienna Rigon|99939.43
last_name_max|Rigone|Alston Rigone|99595.94
last_name_max|Rigoni|Aleanah Rigoni|99946.40
last_name_max|Rigotto|Abrahsa Rigotto|99997.88
last_name_max|Riguetto|Alba Riguetto|99971.81
last_name_max|Riley|Aiken Riley|99869.09
last_name_max|Rio|Aliscia Rio|99945.80
last_name_max|Rios|Alexandre Rios|99668.76
last_name_max|Rissari|Alina Rissari|99957.40
last_name_max|Rissi|Alisia Rissi|99847.33
last_name_max|Ritter|Aleanah Ritter|99575.91
last_name_max|Rivas|Akshaya Rivas|99730.54
last_name_max|Rivera|Aj Rivera|99805.34
last_name_max|Rivero|Alsoomse Rivero|99956.05
last_name_max|Rivers|Almeda Rivers|99964.73
last_name_max|Rizatto|Adolfus Rizatto|99992.07
last_name_max|Rizenente|Abbie Rizenente|99989.44
last_name_max|Rizzato|Aldous Rizzato|99939.95
last_name_max|Rizzo|Allison Rizzo|99659.74
last_name_max|Rizzoli|Alejanda Rizzoli|99964.61
last_name_max|Roach|Achill Roach|99983.24
last_name_max|Robbins|Aloani Robbins|99922.23
last_name_max|Roberson|Aleighson Roberson|99963.13
last_name_max|Roberts|Adryanah Roberts|99943.50
last_name_max|Robertson|Ailean Robertson|99967.89
last_name_max|Robinson|Aleana Robinson|99928.58
last_name_max|Robles|Alric Robles|99929.74
last_name_max|Rocha|Adolphe Rocha|99986.16
last_name_max|Rochetti|Abria Rochetti|99851.45
last_name_max|Rochite|Allanah Rochite|99772.54
last_name_max|Rodgers|Aleshia Rodgers|99995.95
last_name_max|Rodrigues|Aara Rodrigues|99922.72
last_name_max|Rodriguez|Allisona Rodriguez|99959.48
last_name_max|Rodriques|Alaster Rodriques|99955.34
last_name_max|Rogers|Alesandra Rogers|99989.83
last_name_max|Rojas|Aleshanee Rojas|99779.77
last_name_max|Rollins|Aloys Rollins|99937.95
last_name_max|Roman|Adlar Roman|99937.60
last_name_max|Romanholi|Ahmaud Romanholi|99914.72
last_name_max|Romanini|Aleece Romanini|99954.10
last_name_max|Romero|Alejo Romero|99987.59
last_name_max|Roncheti|Adreah Roncheti|99897.59
last_name_max|Roriz|Albrecht Roriz|99568.39
last_name_max|Rosa|Abeir Rosa|99986.28
last_name_max|Rosales|Alarico Rosales|99985.81
last_name_max|Rosario|Aggie Rosario|99877.33
last_name_max|Rosas|Abhorson Rosas|99996.36
last_name_max|Rose|Abiah Rose|99577.74
last_name_max|Ross|Agnola Ross|99867.11
last_name_max|Rossato|Ajay Rossato|99957.18
last_name_max|Rossi|Acantha Rossi|99961.96
last_name_max|Rossim|Alani Rossim|99982.60
last_name_max|Rossoni|Alfrid Rossoni|99957.71
last_name_max|Roth|Ales Roth|99896.76
last_name_max|Rowe|Abram Rowe|99887.71
last_name_max|Rowland|Algin Rowland|99993.46
last_name_max|Roy|Aegle Roy|99967.18
last_name_max|Roza|Aeron Roza|99904.65
last_name_max|Rozario|Adalia Rozario|99906.40
last_name_max|Rubens|Adrienah Rubens|99897.41
last_name_max|Rubio|Achmad Rubio|99922.03
last_name_max|Rufino|Aletta Rufino|99773.17
last_name_max|Rugero|Aedan Rugero|99648.21
last_name_max|Rui|Alger Rui|99996.61
last_name_max|Ruis|Aditya Ruis|99937.78
last_name_max|Ruiz|Adryannah Ruiz|99825.33
last_name_max|Rush|Adalia Rush|99972.14
last_name_max|Russell|Aldrich Russell|99998.27
last_name_max|Russo|Adreena Russo|99864.84
last_name_max|Ryan|Aleah Ryan|99554.71
last_name_max|Rynsburger|Adelfried Rynsburger|99980.28
last_name_max|Sa|Adalie Sa|99965.67
last_name_max|S|Abrienne S|99999.48
last_name_max|Sagers|Airle Sagers|99889.46
last_name_max|Saiter|Aliya Saiter|99985.51
last_name_max|Sala|Achuta Sala|99952.95
last_name_max|Salas|Adarian Salas|99999.63
last_name_max|Salazar|Altair Salazar|99980.89
last_name_max|Sales|Alejandrina Sales|99992.68
last_name_max|Salgado|Aden Salgado|99989.34
last_name_max|Salinas|Abba Salinas|99964.39
last_name_max|Salles|Adna Salles|99960.28
last_name_max|Salome|Adrianah Salome|99973.93
last_name_max|Salvador|Adelbert Salvador|99671.37
last_name_max|Salvago|Ahyana Salvago|99988.68
last_name_max|Sampson|Adda Sampson|99835.05
last_name_max|Sanavia|Alanna Sanavia|99850.32
last_name_max|Sancao|Allysyne Sancao|99792.23
last_name_max|Sanchez|Adelpha Sanchez|99784.77
last_name_max|Sanders|Alastaire Sanders|99940.61
last_name_max|Sandoval|Aeneas Sandoval|99905.64
last_name_max|Sandri|Achan Sandri|99897.93
last_name_max|Sandrini|Abalard Sandrini|99988.40
last_name_max|Sanford|Allythya Sanford|99816.10
last_name_max|Sangali|Abbigail Sangali|99999.42
last_name_max|Sangalli|Akamu Sangalli|99948.67
last_name_max|Sanson|Alexandrukas Sanson|99860.83
last_name_max|SantaAna|Abrahsa SantaAna|99908.15
last_name_max|Santana|Aldin Santana|99900.85
last_name_max|Sant'Anna|Alletheah Sant'Anna|99953.31
last_name_max|Santiago|Adreena Santiago|99922.32
last_name_max|Santori|Allesandra Santori|99939.80
last_name_max|Santos|Acantha Santos|99922.06
last_name_max|Sarnaglia|Achachak Sarnaglia|99681.15
last_name_max|Sartori|Alawa Sartori|99907.73
last_name_max|Sasso|Adea Sasso|99850.00
last_name_max|Sauer|Allisinah Sauer|99951.72
last_name_max|Saunders|Ajay Saunders|99947.28
last_name_max|Savage|Allysdair Savage|99872.96
last_name_max|Sawyer|Aliedik Sawyer|99923.30
last_name_max|Sbetti|Alfeus Sbetti|99855.44
last_name_max|Scalpelli|Allissa Scalpelli|99978.16
last_name_max|Scanferla|Adelynne Scanferla|99987.03
last_name_max|Scarabel|Allytheah Scarabel|99997.91
last_name_max|Scaramussa|Abhijeet Scaramussa|99963.24
last_name_max|Scaramuzza|Aileane Scaramuzza|99997.44
last_name_max|Scarcinelli|Aikin Scarcinelli|99934.67
last_name_max|Schaefer|Abbeygale Schaefer|99727.65
last_name_max|Schael|Abrille Schael|99912.25
last_name_max|Schäfer|Aishah Schäfer|99963.16
last_name_max|Scharra|Alek Scharra|99958.70
last_name_max|Schbert|Adsila Schbert|99761.27
last_name_max|Schioter|Ainsly Schioter|99957.06
last_name_max|Schmid|Ahlyssa Schmid|99853.13
last_name_max|Schmidt|Achuta Schmidt|99989.26
last_name_max|Schmitt|Akuti Schmitt|99967.06
last_name_max|Schmitz|Adelina Schmitz|99985.47
last_name_max|Schneider|Abuna Schneider|99991.02
last_name_max|Scholz|Aderes Scholz|99961.96
last_name_max|Schreiber|Adelaida Schreiber|99893.12
last_name_max|Schröder|Adney Schröder|99959.48
last_name_max|Schroeder|Agathi Schroeder|99915.74
last_name_max|Schubert|Alfaeus Schubert|99949.67
last_name_max|Schulte|Aidia Schulte|99866.42
last_name_max|Schulthais|Abrienna Schulthais|99764.10
last_name_max|Schultz|Allana Schultz|99950.54
last_name_max|Schulz|Aemilia Schulz|99917.65
last_name_max|Schulze|Akelah Schulze|99876.83
last_name_max|Schumacher|Aaliyah Schumacher|99918.28
last_name_max|Schuster|Alanna Schuster|99926.73
last_name_max|Schwartz|Adrina Schwartz|99920.93
last_name_max|Schwarz|Adine Schwarz|99975.83
last_name_max|Scoot|Agenta Scoot|99779.69
last_name_max|Scott|Afrodita Scott|99949.92
last_name_max|Scotte|Alishah Scotte|99968.41
last_name_max|Scudeler|Alicia Scudeler|99709.16
last_name_max|Seccom|Aksell Seccom|99916.21
last_name_max|Segrini|Agnesca Segrini|99953.16
last_name_max|Seguro|Aldean Seguro|99918.67
last_name_max|Seidel|Adaleah Seidel|99989.11
last_name_max|Sellers|Allaster Sellers|99935.31
last_name_max|Selva|Abrion Selva|99956.18
last_name_max|Selvatici|Allisuna Selvatici|99928.57
last_name_max|Seraco|Addisun Seraco|99880.12
last_name_max|Serafim|Acey Serafim|99982.70
last_name_max|Serata|Afram Serata|99940.21
last_name_max|Serrano|Aleanah Serrano|99521.51
last_name_max|Sesconeto|Adalverto Sesconeto|99971.99
last_name_max|Sexton|Ahern Sexton|99923.70
last_name_max|Sgario|Adem Sgario|99998.46
last_name_max|Sgulmaro|Adrien Sgulmaro|99957.44
last_name_max|Shaffer|Adler Shaffer|99826.74
last_name_max|Shah|Alastaire Shah|99745.12
last_name_max|Shannon|Abbygail Shannon|99828.61
last_name_max|Sharp|Adelice Sharp|99990.63
last_name_max|Shaw|Alcibiades Shaw|99929.99
last_name_max|Shea|Adriane Shea|99883.03
last_name_max|Shelton|Abigayle Shelton|99743.40
last_name_max|Shepard|Alicia Shepard|99817.19
last_name_max|Shepherd|Adalberto Shepherd|99892.38
last_name_max|Sheppard|Adalverto Sheppard|99862.01
last_name_max|Sherman|Abree Sherman|99777.25
last_name_max|Shibuya|Aaron Shibuya|99992.60
last_name_max|Shields|Agnesca Shields|99979.90
last_name_max|Shoel|Abrahamo Shoel|99926.92
last_name_max|Shonio|Adora Shonio|99979.83
last_name_max|Short|Aldo Short|99979.36
last_name_max|Siciliano|Agotha Siciliano|99937.05
last_name_max|Silotti|Addams Silotti|99940.22
last_name_max|Silva|Ahab Silva|99887.13
last_name_max|Simmons|Afro Simmons|99995.56
last_name_max|Simoes|Adriennah Simoes|99835.55
last_name_max|Simon|Allathia Simon|99845.40
last_name_max|Simonato|Aase Simonato|99987.76
last_name_max|Simpson|Allisine Simpson|99860.03
last_name_max|Sims|Adalia Sims|99907.75
last_name_max|Singh|Adreena Singh|99921.96
last_name_max|Singleton|Alessa Singleton|99965.13
last_name_max|Sipolatti|Adelbert Sipolatti|99979.29
last_name_max|Siqueira|Alaistair Siqueira|99961.55
last_name_max|Skinner|Alfeos Skinner|99825.22
last_name_max|Sloan|Allarick Sloan|99966.99
last_name_max|Small|Akim Small|99957.37
last_name_max|Smit|Allissa Smit|99935.70
last_name_max|Smith|Allena Smith|99958.04
last_name_max|Snow|Albie Snow|99993.39
last_name_max|Snyder|Alexandrukas Snyder|99841.24
last_name_max|Soares|Althea Soares|99808.95
last_name_max|Soave|Aldo Soave|99976.27
last_name_max|Sobrinho|Agathia Sobrinho|99962.76
last_name_max|Sodre|Alayna Sodre|99812.90
last_name_max|Soella|Aliceie Soella|99971.06
last_name_max|Solda'|Albani Solda'|99882.59
last_name_max|Soldan|Abrienne Soldan|99968.90
last_name_max|Solis|Alisin Solis|99813.59
last_name_max|Solomon|Abrahamo Solomon|99964.63
last_name_max|Somera|Adon Somera|99937.79
last_name_max|Sommer|Abeir Sommer|99929.47
last_name_max|Sosa|Akim Sosa|99921.70
last_name_max|Sossai|Alfeo Sossai|99991.20
last_name_max|Soto|Abbagale Soto|99992.28
last_name_max|Sousa|Ailsa Sousa|99778.39
last_name_max|Souza|Abalard Souza|99911.41
last_name_max|Spaans|Ahmet Spaans|99795.07
last_name_max|Spadeto|Alena Spadeto|99994.41
last_name_max|Sparks|Agafa Sparks|99683.49
last_name_max|Spears|Achachak Spears|99880.74
last_name_max|Specciter|Adriah Specciter|99998.27
last_name_max|Spence|Adiline Spence|99965.65
last_name_max|Spencer|Allisina Spencer|99936.32
last_name_max|Sperandio|Abequa Sperandio|99814.15
last_name_max|Speranza|Alaysieh Speranza|99980.29
last_name_max|Sperotto|Alcibiades Sperotto|99858.76
last_name_max|Spigolon|Alishaye Spigolon|99800.13
last_name_max|Stafford|Alphoeus Stafford|99983.33
last_name_max|Stanley|Aikin Stanley|99919.24
last_name_max|Stanton|Akshay Stanton|99834.08
last_name_max|Stark|Acantha Stark|99918.29
last_name_max|Stebenne|Alfonzo Stebenne|99997.38
last_name_max|Steele|Abboid Steele|99969.37
last_name_max|Stefani|Albion Stefani|99848.22
last_name_max|Stegenga|Achuta Stegenga|99862.74
last_name_max|Stein|Acantha Stein|99938.09
last_name_max|Stelzer|Abnar Stelzer|99969.21
last_name_max|Stephens|Alesandro Stephens|99975.13
last_name_max|Stephenson|Adiah Stephenson|99981.00
last_name_max|Stevens|Abban Stevens|99852.20
last_name_max|Stevenson|Alisana Stevenson|99888.74
last_name_max|Stewart|Aleron Stewart|99871.38
last_name_max|Stokes|Affonso Stokes|99984.37
last_name_max|Stone|Adolphe Stone|99876.78
last_name_max|Stout|Abrianna Stout|99649.34
last_name_max|Strabelli|Abrial Strabelli|99846.31
last_name_max|Stradiotto|Adriane Stradiotto|99746.86
last_name_max|Strickland|Aldritch Strickland|99998.19
last_name_max|Stringuine|Addem Stringuine|99934.41
